x,project,cluster,subcluster,Readability,Understandability,Complexity,Modularity,Overall Maintainability,Do you think this code needs refactoring?,source,Issue,ClassName,CyclomaticComplexity,ComplexityRank,MaintainabilityIndex,PylintIssues_C,PylintIssues_R,PylintIssues_W,PylintIssues_E,PylintIssues_F,Comments,Multi,Blanks,PublicMethodsCount,CommentRatio,HalsteadEffort,HalsteadDifficulty,HalsteadVocabulary,bugs,code_smells,cognitive_complexity,duplicated_blocks,duplicated_lines,effort_to_reach_maintainability_rating_a,reliability_rating,reliability_remediation_effort,security_rating,security_remediation_effort,statements,sqale_index,sqale_debt_ratio,comment_lines_density,Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclExecutableUnit,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
converter/__init__.py,merged_dvc,0.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,0.0,4178.0,3.0,1.0,69.368715257769,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.96578428466209,0.5,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,5.0,536.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
dvc/log.py,merged_dvc,0.0,0.0,3.5,3.5,4.0,3.0,3.5,1.0,human_annotated,0.0,12894.0,1.0,1.0,100.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
stage/params.py,merged_dvc,16.0,50.0,3.0,3.0,3.5,3.5,3.0,1.0,human_annotated,0.0,21537.0,1.0,1.0,100.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,6.7,4.0,23538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
discrete_fourier_transform/discrete_fourier_transform.py,merged_opencv,8.0,42.0,3.0,3.0,3.0,3.5,3.0,0.0,human_annotated,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,40.0,2.7,38.3,6.0,21016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.82,0.0
dnn/tf_text_graph_faster_rcnn.py,merged_opencv,8.0,44.0,3.0,2.0,2.5,2.5,2.0,1.0,human_annotated,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,54.0,4.0,131.0,0.0,1.0,0.0,1.0,0.0,193.0,114.0,1.7,6.3,6.0,206116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.08,0.0
pattern_tools/svgfig.py,merged_opencv,9.0,27.0,2.5,2.5,2.0,2.0,1.5,1.0,human_annotated,0.0,19591.0,3.0,1.0,0.0,521.0,94.0,141.0,22.0,0.0,100.0,750.0,705.0,17.0,0.0230289894337577,615801.34930596,17.4191063174114,1318.0,4.0,91.0,943.0,13.0,203.0,0.0,5.0,30.0,1.0,0.0,2050.0,964.0,1.5,31.7,4.0,100195.0,16.0,2.0,14.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,17.0,3.0,3.0,0.0,6.0,0.0,1.0,0.68,8.0
python/digits.py,merged_opencv,6.0,31.0,2.5,2.5,2.5,2.0,2.0,1.0,human_annotated,2152.0,11707.0,2.0,1.0,55.3332624238805,21.0,2.0,20.0,8.0,0.0,7.0,17.0,46.0,4.0,0.0309278350515463,2971.64816474175,6.06122448979592,60.0,0.0,3.0,8.0,2.0,36.0,0.0,1.0,0.0,1.0,0.0,126.0,12.0,0.3,18.8,4.0,20910.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,5.0
python/mosse.py,merged_opencv,6.0,31.0,2.0,2.0,2.5,3.0,2.0,1.0,human_annotated,79.0,13298.0,2.0,1.0,43.784376597572,40.0,2.0,3.0,2.0,0.0,2.0,14.0,32.0,6.0,0.0101010101010101,16611.4648495656,8.1021897810219,149.0,0.0,11.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,149.0,46.0,1.0,12.8,4.0,69391.0,12.0,1.0,11.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,3.0,0.0,10.0,0.0,3.0,0.0,12.0
python/video_threaded.py,merged_opencv,6.0,33.0,3.5,4.0,4.0,4.0,4.0,0.0,human_annotated,1033.0,6373.0,2.0,1.0,67.7112960211555,9.0,1.0,2.0,1.0,0.0,3.0,11.0,20.0,2.0,0.0319148936170212,1047.02705439934,5.0625,33.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,5.0,0.3,22.1,4.0,304595.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0
src2/typing_stubs_generator.py,merged_opencv,6.0,31.0,3.0,3.0,3.0,3.5,3.5,0.0,human_annotated,141.0,7564.0,4.0,1.0,56.7877793481218,24.0,3.0,5.0,0.0,0.0,14.0,4.0,33.0,2.0,0.0611111111111111,585.25697803323,4.11764705882353,24.0,0.0,11.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,95.0,58.0,1.5,12.7,8.0,302606.0,14.0,1.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,5.0,0.0,507.0
benchmarks/csv_dataset_benchmark.py,merged_tensorFlow,1.0,7.0,3.0,3.0,2.0,3.0,3.0,0.0,human_annotated,117.0,4477.0,3.0,1.0,66.5443216113465,12.0,0.0,61.0,6.0,0.0,21.0,0.0,16.0,4.0,0.134920634920635,203.560288022566,1.5,23.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,67.0,62.0,2.3,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benchmarks/list_files_benchmark.py,merged_tensorFlow,1.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,human_annotated,0.0,12595.0,9.0,2.0,82.9500879904219,3.0,2.0,20.0,2.0,0.0,18.0,0.0,7.0,1.0,0.276923076923077,183.935827856265,2.5,17.0,0.0,0.0,10.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distribute/values_v2.py,merged_tensorFlow,11.0,35.0,3.0,3.0,2.0,3.0,3.0,1.0,human_annotated,13.0,6121.0,2.0,1.0,48.6352679358544,3.0,1.0,143.0,10.0,0.0,23.0,9.0,44.0,23.0,0.0820895522388059,1366.79857364153,4.34285714285714,43.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,130.0,0.0,0.0,13.9,7.0,303952.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,0.17,48.0
distribute/values.py,merged_tensorFlow,11.0,34.0,3.0,3.0,3.0,3.0,3.0,1.0,human_annotated,16.0,6118.0,3.0,1.0,0.0,29.0,65.0,943.0,32.0,0.0,179.0,119.0,329.0,0.0,0.073993471164309,42044.9221196924,14.0473933649289,235.0,0.0,11.0,208.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,905.0,41.0,0.1,23.1,7.0,303948.0,7.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,0.28,354.0
engine/training_utils.py,merged_tensorFlow,16.0,50.0,4.0,4.0,3.0,4.0,4.0,0.0,human_annotated,13.0,19124.0,4.0,1.0,61.846847047671,0.0,1.0,78.0,5.0,0.0,29.0,53.0,44.0,0.0,0.108108108108108,2437.47564620336,6.47058823529412,44.0,0.0,1.0,42.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,88.0,11.0,0.4,48.2,4.0,106170.0,8.0,1.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,4.0,1.0,2.0,1.1,7.0
framework/c_api_util.py,merged_tensorFlow,1.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,human_annotated,0.0,483.0,2.0,1.0,63.6807435783486,5.0,13.0,96.0,30.0,0.0,33.0,34.0,57.0,0.0,0.151898734177215,642.821962176523,3.15789473684211,23.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,108.0,0.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model_utils/export_output.py,merged_tensorFlow,16.0,48.0,4.0,3.0,3.0,4.0,3.0,1.0,human_annotated,4.0,7348.0,4.0,1.0,52.9222871787163,14.0,1.0,157.0,6.0,0.0,20.0,114.0,88.0,1.0,0.0423529411764705,3072.34574226654,4.9811320754717,61.0,0.0,0.0,38.0,3.0,307.0,0.0,1.0,0.0,1.0,0.0,159.0,0.0,0.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
numpy_ops/np_array_ops.py,merged_tensorFlow,7.0,0.0,3.0,3.0,4.0,3.0,3.0,1.0,human_annotated,141.0,29885.0,1.0,1.0,0.0,35.0,18.0,935.0,19.0,1.0,171.0,97.0,344.0,0.0,0.0515122873345935,153916.778072501,15.4140127388535,491.0,4.0,25.0,430.0,0.0,0.0,0.0,3.0,60.0,1.0,0.0,1005.0,184.0,0.4,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operators/dispatch_context.py,merged_tensorFlow,1.0,6.0,4.0,4.0,1.0,4.0,4.0,0.0,human_annotated,57.0,6017.0,2.0,1.0,100.0,1.0,0.0,3.0,0.0,0.0,15.0,5.0,9.0,1.0,0.405405405405405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ops/batch_norm_benchmark.py,merged_tensorFlow,1.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,human_annotated,4.0,1572.0,7.0,2.0,55.5819717105147,7.0,15.0,139.0,14.0,0.0,25.0,25.0,25.0,1.0,0.0849420849420849,2466.67597031737,5.92105263157895,47.0,0.0,3.0,34.0,4.0,46.0,0.0,1.0,0.0,1.0,0.0,156.0,54.0,1.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ops/ignore_errors_op.py,merged_tensorFlow,1.0,6.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,0.0,29132.0,2.0,1.0,100.0,0.0,1.0,8.0,2.0,0.0,15.0,0.0,6.0,0.0,0.378378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ops/matching_files.py,merged_tensorFlow,1.0,6.0,4.0,4.0,2.0,3.0,4.0,0.0,human_annotated,0.0,13676.0,2.0,1.0,100.0,1.0,2.0,8.0,5.0,0.0,14.0,0.0,5.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ops/random_ops.py,merged_tensorFlow,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,human_annotated,57.0,18438.0,1.0,1.0,100.0,0.0,3.0,14.0,6.0,0.0,16.0,0.0,12.0,0.0,0.258620689655172,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimize/calibrator.py,merged_tensorFlow,1.0,5.0,4.0,4.0,3.0,3.0,4.0,0.0,human_annotated,0.0,2615.0,5.0,1.0,67.9425117708224,2.0,5.0,79.0,6.0,0.0,19.0,59.0,25.0,3.0,0.0733590733590733,590.127447705518,4.375,17.0,0.0,1.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81.0,24.0,0.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optimizer_v2/nadam.py,merged_tensorFlow,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,human_annotated,4.0,15325.0,3.0,1.0,60.6958859167104,1.0,9.0,83.0,10.0,0.0,23.0,26.0,30.0,1.0,0.1,4675.10155252668,4.22282608695652,99.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91.0,10.0,0.2,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyct/errors.py,merged_tensorFlow,1.0,6.0,4.0,4.0,1.0,4.0,4.0,0.0,human_annotated,0.0,17692.0,1.0,1.0,100.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,6.0,0.0,0.518518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyct/qual_names.py,merged_tensorFlow,1.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,human_annotated,4.0,2652.0,1.0,1.0,50.0813719308134,24.0,5.0,146.0,3.0,0.0,23.0,23.0,51.0,0.0,0.0864661654135338,6365.85270168679,9.125,75.0,0.0,7.0,45.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,147.0,10.0,0.2,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
runtime_client/runtime_client.py,merged_tensorFlow,1.0,6.0,3.0,3.0,4.0,4.0,3.0,0.0,human_annotated,0.0,19444.0,2.0,1.0,100.0,5.0,0.0,5.0,3.0,0.0,17.0,0.0,7.0,2.0,0.457142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saved_model/network_serialization.py,merged_tensorFlow,1.0,6.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,0.0,15474.0,2.0,1.0,100.0,1.0,1.0,4.0,2.0,0.0,15.0,0.0,4.0,1.0,0.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tf_saved_model/partially_shaped_variables.py,merged_tensorFlow,1.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,human_annotated,0.0,25024.0,2.0,1.0,80.1698495764117,0.0,2.0,5.0,2.0,0.0,18.0,0.0,7.0,0.0,0.529411764705882,2.37744375108173,0.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tpu/tpu_sharding.py,merged_tensorFlow,16.0,50.0,4.0,4.0,3.0,3.0,3.0,1.0,human_annotated,13.0,20383.0,4.0,1.0,55.0347530929036,2.0,2.0,119.0,1.0,0.0,18.0,94.0,47.0,11.0,0.0596026490066225,7834.42947049024,9.96610169491525,73.0,0.0,1.0,45.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,116.0,0.0,0.0,50.4,4.0,112386.0,17.0,2.0,9.0,7.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,15.0,15.0,0.0,9.0,1.0,2.0,0.75,45.0
trackable/resource.py,merged_tensorFlow,16.0,50.0,4.0,4.0,3.0,4.0,4.0,0.0,human_annotated,13.0,19116.0,2.0,1.0,64.2615540788066,3.0,2.0,138.0,7.0,0.0,35.0,67.0,60.0,2.0,0.0974025974025974,170.0,2.5,16.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,129.0,5.0,0.1,46.2,4.0,112854.0,7.0,0.0,5.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,3.0,13.0,56.0,0.0,2.0,3.0,2.0,0.5,21.0
training/proximal_adagrad.py,merged_tensorFlow,3.0,15.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,4.0,17622.0,2.0,1.0,84.2513240522526,1.0,3.0,38.0,6.0,0.0,16.0,24.0,13.0,0.0,0.130081300813008,18.5754247590989,1.33333333333333,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,0.0,0.0,36.7,4.0,114046.0,11.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,69.0,0.0,2.0,3.0,2.0,0.42,9.0
training/rmsprop.py,merged_tensorFlow,16.0,50.0,4.0,4.0,4.0,4.0,4.0,0.0,human_annotated,0.0,18204.0,3.0,1.0,100.0,0.0,8.0,68.0,7.0,0.0,15.0,111.0,37.0,0.0,0.0557275541795665,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,68.0,0.0,0.0,47.9,4.0,114126.0,26.0,1.0,22.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,7.0,69.0,0.0,4.0,3.0,2.0,0.63,14.0
autoencoders/autoencoder_asym_kl.py,merged_diffusers,6.0,30.0,4.0,4.0,3.0,3.5,4.0,0.0,human_annotated,2344.0,841.0,3.0,1.0,78.584059436192,11.0,7.0,3.0,2.0,0.0,15.0,42.0,25.0,3.0,0.0806451612903225,56.0,1.33333333333333,8.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0,35.0,7.0,1995.0,23.0,3.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.55,10.0
